"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_putt","sg_t2g","masters_finish","total_score","sg_total","wgr"
"2174",2013,"Scott Gardiner","148",0,0,72.082,61,19.6,58.52,288.4,4.78,64.12,3018.667,29.66,51.97,-0.33,-0.649,NA,NA,-0.979,"161"
"2175",2005,"Scott Gutschewski","25",0,0,71.028,86,18.97,57.94,310.5,4.61,67.62,4190.667,29.33,54.81,0.044,0.501,NA,NA,0.545,"67"
"2176",2006,"Scott Gutschewski","58",2,0,71.744,53,16.46,64.98,303.3,4.67,66.67,2807,29.53,51.63,-0.288,-0.159,NA,NA,-0.598,"169"
"2177",2007,"Scott Gutschewski","156",0,0,71.994,67,19.21,55.96,306.1,4.71,62.7,3776.75,29.65,52.96,0.03,-0.866,NA,NA,-0.837,"171"
"2178",2011,"Scott Gutschewski","160",0,0,71.582,67,22.86,58.06,298,4.74,62.62,3020.667,29.58,56.68,-0.638,-0.029,NA,NA,-0.667,"180"
"2179",2005,"Scott Hend","155",1,0,72.434,75,22.88,45.36,318.9,4.7,63.17,4427.583,29.75,51.45,-0.483,-0.356,NA,NA,-0.839,"125"
"2180",2013,"Scott Langley","161",1,0,71.269,79,14.08,62.45,278.9,4.67,64,2890.583,29.08,59.47,0.04,-0.211,NA,NA,-0.171,"163"
"2181",2014,"Scott Langley","80",1,0,70.662,95,20,61.08,281.3,4.71,64.16,3838.417,28.72,61.67,0.268,0.016,NA,NA,0.284,"187"
"2182",2015,"Scott Langley","134",0,0,71.032,94,20.62,61.9,280.5,4.63,64.67,3426.667,28.99,59.15,0.018,0.108,NA,NA,0.126,"215"
"2183",2016,"Scott Langley","167",0,0,71.796,65,19.41,64.81,285.7,4.68,63.93,2699.333,29.14,62.35,0.045,-0.639,NA,NA,-0.594,"48"
"2184",2005,"Scott McCarron","152",3,0,71.485,78,20,60.7,291,4.67,62.99,3706.583,29.09,54.77,0.247,-0.352,NA,NA,-0.104,"69"
"2185",2008,"Scott McCarron","148",2,0,71.309,63,20.74,69.2,283.1,4.72,64.81,2879.667,29.22,58.65,0.177,-0.261,NA,NA,-0.084,"106"
"2186",2009,"Scott McCarron","70",3,0,70.753,91,18.7,73.32,284.7,4.64,65.38,4334.833,28.68,62.96,0.473,-0.176,NA,NA,0.298,"190"
"2187",2010,"Scott McCarron","82",1,0,70.94,90,20.35,67.36,288.6,4.69,65.8,4469.917,28.98,61.19,0.507,-0.357,NA,NA,0.155,"244"
"2188",2011,"Scott McCarron","122",1,0,71.127,65,14.66,64.63,291.6,4.74,60.75,3384.833,28.64,60.56,0.519,-0.866,NA,NA,-0.347,"124"
"2189",2009,"Scott Piercy","86",2,0,70.957,85,22.22,55.76,300.6,4.58,66.19,4446.667,29.25,57.61,0.069,0.127,NA,NA,0.196,"103"
"2190",2010,"Scott Piercy","59",2,0,71.196,88,22.44,56.03,296.8,4.67,67.74,4428.5,29.11,54.79,0.215,-0.22,NA,NA,-0.004,"200"
"2191",2011,"Scott Piercy","57",3,1,70.792,78,22.32,56.81,305.4,4.69,65.84,3674.833,29.08,57.58,0.242,0.104,NA,NA,0.346,"48"
"2192",2012,"Scott Piercy","17",4,1,70.409,95,22.1,56.06,304.5,4.62,65.73,4331.833,28.74,59.9,0.221,0.635,NA,NA,0.857,"121"
"2193",2013,"Scott Piercy","110",4,0,71.273,78,21.65,53.57,298.2,4.67,62.3,3155.833,29.12,53.24,-0.184,0.1,"54","297",-0.083,"37"
"2194",2015,"Scott Piercy","63",5,1,70.688,90,19.53,59.3,296.7,4.62,66.73,4340.833,28.88,58.63,0.006,0.322,NA,NA,0.329,"99"
"2195",2016,"Scott Piercy","41",3,0,70.855,87,17.14,59.41,297.9,4.61,67.33,3355.833,29.48,57.29,-0.286,0.478,"29","295",0.192,"48"
"2196",2017,"Scott Piercy","92",4,0,71.235,70,26.48,59.32,295.1,4.7,66.84,2479.25,29.38,50,-0.481,0.267,"99","152",-0.214,"50"
"2197",2018,"Scott Piercy","102",2,1,70.736,84,18.58,65.68,296.6,4.63,69.72,3485.25,29.86,55.96,-0.569,0.859,NA,NA,0.29,"133"
"2198",2015,"Scott Pinckney","78",3,0,71.103,88,20.46,60.95,290.3,4.68,67.61,4156.167,29.48,55.75,0.294,-0.426,NA,NA,-0.131,"286"
"2199",2016,"Scott Pinckney","89",0,0,71.524,87,23.66,63.05,296.8,4.69,69.02,4020.25,29.96,52.53,-0.063,-0.262,NA,NA,-0.325,"240"
"2200",2011,"Scott Stallings","125",2,1,71.036,84,19.54,56.91,303.7,4.66,66.6,3574.333,29.71,53.52,-0.154,0.213,NA,NA,0.059,"230"
"2201",2012,"Scott Stallings","124",3,1,71.49,78,17.32,58.1,302.4,4.62,66.38,3627.417,29.77,52.33,-0.405,0.081,"27","290",-0.323,"154"
"2202",2013,"Scott Stallings","80",4,0,71.135,79,19.03,58.73,295.7,4.67,64.63,3584.25,29,55.07,0.146,-0.381,NA,NA,-0.235,"120"
"2203",2014,"Scott Stallings","158",1,1,71.835,77,17.58,56.04,300.4,4.73,63.16,3585.167,29.38,54.17,-0.305,-0.369,"99","155",-0.673,"61"
"2204",2015,"Scott Stallings","140",1,0,71.961,60,19.69,57.74,291.8,4.71,65,2675.333,29.27,54.23,-0.392,-0.166,NA,NA,-0.558,"108"
"2205",2016,"Scott Stallings","139",1,0,70.966,74,21.94,56.95,295.5,4.69,66.11,3100.333,29.11,58.08,-0.291,0.449,NA,NA,0.158,"290"
"2206",2017,"Scott Stallings","99",3,0,70.811,81,14.16,57.04,297.6,4.65,67.89,3284.083,29.65,55.51,-0.32,0.339,NA,NA,0.02,"271"
"2207",2018,"Scott Stallings","120",2,0,70.719,96,22.46,56.57,299.7,4.63,65.62,4357.167,29.14,60.86,-0.07,0.341,NA,NA,0.27,"136"
"2208",2008,"Scott Sterling","150",2,0,71.07,89,16.74,66,284.1,4.69,67.87,3374.167,29.72,61.25,-0.102,0.086,NA,NA,-0.016,"56"
"2209",2009,"Scott Sterling","139",0,0,70.683,51,17.32,63.87,285,4.75,68.6,1645.667,29.47,61.32,0.075,0.216,NA,NA,0.291,"14"
"2210",2005,"Scott Verplank","12",5,0,69.985,87,23.91,71.48,281.2,4.58,66.47,3463.583,28.8,57.23,-0.067,1.042,"20","289",0.974,"20"
"2211",2006,"Scott Verplank","45",4,0,70.67,88,19.55,75.23,276.1,4.72,66.02,2692.5,28.72,62.55,0.081,0.573,"16","289",0.617,"24"
"2212",2007,"Scott Verplank","39",10,1,69.693,82,17.59,71.42,279.6,4.74,64.33,2825.583,28.67,61.15,-0.236,1.179,"30","301",0.943,"67"
"2213",2008,"Scott Verplank","45",3,0,70.396,82,16.03,73.57,278.6,4.72,65.09,2808.25,29.11,57.76,-0.281,0.901,"99","153",0.619,"22"
"2214",2009,"Scott Verplank","16",6,0,70.037,88,21.56,71.4,281.1,4.64,67,3790.833,28.89,59.32,0.031,0.856,NA,NA,0.887,"75"
"2215",2010,"Scott Verplank","125",3,0,70.838,74,15.61,68.16,278.6,4.73,63.85,2806.333,28.75,59.37,0.034,0.323,"18","287",0.36,"64"
"2216",2017,"Seamus Power","45",1,0,70.543,86,20,53.27,298.1,4.58,65.63,3266.417,28.46,63.43,0.174,0.364,NA,NA,0.538,"71"
"2217",2018,"Seamus Power","116",2,0,70.869,86,21.13,55.19,302.6,4.6,65.17,3582.333,28.68,63.8,0.498,-0.319,NA,NA,0.178,"166"
"2218",2005,"Sean O'Hair","31",4,1,70.613,103,17.88,61.41,300.1,4.68,67.23,5076.333,29.48,57.71,0.133,0.229,NA,NA,0.362,"101"
"2219",2006,"Sean O'Hair","97",2,0,71.238,100,22.4,63.7,292.7,4.63,64.74,4390.333,29.56,55.79,-0.17,0.157,"99","152",-0.102,"49"
"2220",2007,"Sean O'Hair","6",5,0,70.19,98,21.9,64.71,296.8,4.63,67.12,3964,29.4,60.17,0.18,0.972,NA,NA,1.152,"85"
"2221",2008,"Sean O'Hair","113",3,1,70.323,81,15.79,60.44,291.1,4.66,64.47,3356,29.74,55.79,-0.214,0.624,"14","289",0.411,"29"
"2222",2009,"Sean O'Hair","22",9,1,69.947,80,23.42,61.6,293.3,4.67,67.84,2827.583,29.54,57.5,-0.127,1.297,"10","281",1.17,"28"
"2223",2010,"Sean O'Hair","100",3,0,70.603,84,18.54,63.98,289.3,4.72,68.22,3169.75,29.8,61.83,-0.071,0.697,"30","291",0.615,"19"
"2224",2011,"Sean O'Hair","155",1,1,70.81,71,15.65,55.78,294.6,4.69,63.17,3094.5,29.54,54.74,-0.253,0.164,"99","146",-0.089,"64"
"2225",2012,"Sean O'Hair","41",2,0,70.615,84,22.65,59.98,297.5,4.61,68.25,4082.083,29.67,56.04,-0.286,0.654,"32","291",0.368,"78"
"2226",2013,"Sean O'Hair","164",0,0,72.107,56,19.59,55.66,299.7,4.66,62,3029,29.75,52.74,-0.277,-0.745,NA,NA,-1.022,"170"
"2227",2014,"Sean O'Hair","141",1,0,71.24,77,16.96,53.73,300.5,4.66,63.42,3710.167,29.06,59.57,0.082,-0.327,NA,NA,-0.244,"72"
"2228",2015,"Sean O'Hair","41",3,0,71.03,86,18.44,60.74,295.3,4.75,64.34,4599.167,28.42,59.42,0.169,0.012,NA,NA,0.18,"187"
"2229",2016,"Sean O'Hair","13",2,0,70.677,89,20.78,58.84,302.2,4.64,67.17,4358.833,29.02,57.79,0.208,0.163,NA,NA,0.371,"126"
"2230",2017,"Sean O'Hair","55",5,0,70.801,84,18.14,59.91,297.2,4.66,66.19,3545.083,29.06,57.52,0.151,0.27,"99","153",0.422,"85"
"2231",2018,"Sean O'Hair","137",2,0,71.479,67,18.82,60.09,302.7,4.64,63.84,3302.417,28.97,57.56,-0.207,-0.026,NA,NA,-0.233,"110"
"2232",2017,"Sebastián Muñoz","153",1,0,71.263,51,20.92,54.45,296,4.75,63.15,2111.417,28.84,56.92,0.358,-0.188,NA,NA,0.169,"130"
"2233",2005,"Sergio Garcia","22",8,1,69.639,73,28,59.44,303.5,4.56,71.81,2359.75,30.16,59.42,-0.26,1.773,"99","149",1.513,"7"
"2234",2006,"Sergio Garcia","54",5,0,70.567,59,23.56,61.11,292.7,4.62,67.47,2286.417,29.78,52.8,-0.123,1.122,"46","298",0.841,"6"
"2235",2007,"Sergio Garcia","20",7,0,69.481,68,20.65,56.28,294.2,4.58,64.56,2564.333,28.62,57.96,0.269,1.192,"99","154",1.461,"12"
"2236",2008,"Sergio Garcia","28",6,1,69.117,72,21.05,59.39,294.6,4.57,67.06,2609.167,29.61,57.59,-0.077,1.625,"99","148",1.548,"14"
"2237",2009,"Sergio Garcia","50",3,0,70.056,59,22.93,59.61,298.5,4.62,65.61,2146.75,29.36,57.94,-0.065,0.828,"38","289",0.763,"3"
"2238",2010,"Sergio Garcia","157",1,0,71.076,58,26.79,63.75,292.7,4.66,66.13,1655.417,29.88,54.57,-0.36,0.424,"45","298",0.068,"17"
"2239",2011,"Sergio Garcia","26",3,0,69.564,61,24.52,58,299.2,4.62,66.85,2242.917,29.13,60.16,-0.119,1.103,"35","288",0.984,"72"
"2240",2012,"Sergio Garcia","18",3,1,69.928,57,19.46,61.15,292.4,4.54,64.98,2241.333,28.66,58.36,0.4,0.704,"12","286",1.104,"21"
"2241",2013,"Sergio Garcia","9",6,0,69.543,65,26.38,61.28,291,4.57,67.46,2153.333,28.92,57.45,0.591,0.928,"8","285",1.519,"16"
"2242",2014,"Sergio Garcia","4",10,0,68.95,61,20,62.19,294.3,4.65,68.68,1793.917,28.59,66.67,0.167,1.818,"99","149",1.984,"8"
"2243",2015,"Sergio Garcia","32",4,0,69.958,59,19.72,59.47,300,4.63,67.56,2042.75,28.96,58.41,-0.022,1.067,"17","283",1.045,"8"
"2244",2016,"Sergio Garcia","4",4,1,69.999,54,24.09,61.76,299.9,4.61,70.15,1764.167,29.75,57.66,-0.388,1.189,"34","296",0.801,"15"
"2245",2017,"Sergio Garcia","15",3,1,69.596,65,20.78,61.08,300.9,4.61,69.73,1941.333,29.38,61.39,-0.39,1.331,"1","279",0.941,"11"
"2246",2012,"Seung-Yul Noh","25",3,0,70.256,105,19.71,59.34,300.4,4.62,67.41,4272.5,29.28,58,0.142,0.579,NA,NA,0.721,"49"
"2247",2013,"Seung-Yul Noh","160",1,0,71.625,71,23.47,51.5,298.8,4.78,64.26,2990.5,29.52,53.36,-0.463,-0.009,NA,NA,-0.472,"25"
"2248",2014,"Seung-Yul Noh","42",3,1,70.661,92,25.42,55.02,296.5,4.67,66.97,3611.917,29.2,60.33,-0.121,0.427,NA,NA,0.306,"49"
"2249",2015,"Seung-Yul Noh","103",1,0,71.465,65,21.32,54.87,292.7,4.66,65.9,2591.167,29.31,54.89,0.066,-0.22,"38","289",-0.154,"33"
"2250",2016,"Seung-Yul Noh","109",1,0,71.061,85,17.28,49.12,295.3,4.65,64.54,3362.75,28.9,57.25,0.176,-0.149,NA,NA,0.026,"86"
"2251",2017,"Seung-Yul Noh","57",3,0,70.955,91,23.79,53.09,298.5,4.67,65.58,3911.333,28.74,59.18,0.244,-0.058,NA,NA,0.186,"85"
"2252",2006,"Shane Bertsch","120",1,0,71.421,104,20.52,67.35,279.1,4.65,63.89,5074.083,28.71,57.47,0.077,-0.403,NA,NA,-0.42,"19"
"2253",2008,"Shane Bertsch","82",1,0,70.749,96,20,70.54,274.3,4.7,64.06,4359.917,28.71,61.35,0.137,-0.016,NA,NA,0.121,"48"
"2254",2011,"Shane Bertsch","79",2,0,70.869,62,22.6,67.05,280.1,4.7,64.38,2527,28.8,59.33,0.146,0.22,NA,NA,0.367,"58"
"2255",2016,"Shane Lowry","105",2,0,70.64,57,18.33,61.85,298.7,4.78,64.51,1879.083,29.56,53.91,0.06,0.491,"39","298",0.551,"32"
"2256",2017,"Shane Lowry","48",1,0,70.667,52,25.53,64.86,295.1,4.7,67.53,1791.333,29.53,55.51,0.545,0.543,"99","151",1.088,"65"
"2257",2018,"Shane Lowry","110",0,0,70.754,64,20.12,61.2,300.7,4.7,68.65,2746.833,30.04,53.48,-0.286,0.524,NA,NA,0.238,"77"
"2258",2005,"Shaun Micheel","174",2,0,71.489,81,13.93,62.1,288.4,4.7,65.05,3612.833,29.77,54.93,0.146,-0.034,"99","153",0.112,"93"
"2259",2006,"Shaun Micheel","75",2,0,70.636,96,20.82,61.79,288.4,4.67,67.62,3864.5,29.53,56.27,0.133,0.541,"99","152",0.637,"69"
"2260",2007,"Shaun Micheel","159",3,0,70.964,91,18.73,67.72,284.4,4.76,66.04,3297.917,29.82,57.25,-0.027,0.393,"99","159",0.366,"59"
"2261",2010,"Shaun Micheel","141",3,0,70.499,70,18.08,62.67,283.2,4.79,64.61,2346.667,28.77,61.27,0.235,0.251,NA,NA,0.487,"173"
"2262",2011,"Shaun Micheel","179",0,0,71.675,77,15.19,55.71,286.1,4.81,63.01,3131.167,29.29,58.64,0.138,-0.713,NA,NA,-0.575,"223"
"2263",2013,"Shawn Stefani","109",2,0,71.114,63,20.43,54.97,297.2,4.68,63.67,2625.333,29,58.5,0.338,-0.573,NA,NA,-0.235,"192"
"2264",2014,"Shawn Stefani","54",2,0,70.609,60,16.67,64.17,297.7,4.63,66.2,2618.25,29.3,59.45,-0.146,0.564,NA,NA,0.418,"128"
"2265",2015,"Shawn Stefani","18",3,0,70.421,94,25.2,62.06,296.3,4.6,68.79,4632.667,29.02,56.44,0.074,0.423,NA,NA,0.497,"90"
"2266",2016,"Shawn Stefani","135",1,0,71.287,91,16.81,58.4,292.1,4.7,66.48,3522.583,29.59,60.57,-0.336,0.191,NA,NA,-0.144,"236"
"2267",2017,"Shawn Stefani","101",1,0,70.983,72,17.3,60.53,294,4.65,67.48,3046.333,29.28,59.55,-0.057,0.014,NA,NA,-0.043,"173"
"2268",2018,"Shawn Stefani","133",1,0,71.192,76,20.4,56.52,299.6,4.59,67.49,2966.917,29.27,58.43,-0.034,0.141,NA,NA,0.107,"77"
"2269",2005,"Shigeki Maruyama","24",5,0,70.176,99,20.23,61.66,288.8,4.67,65.42,3561.583,28.76,60.98,0.261,0.92,"99","158",1.182,"24"
"2270",2006,"Shigeki Maruyama","89",4,0,70.651,94,19.77,61.37,286.3,4.69,63.59,3827.667,28.58,60.86,0.162,0.067,"99","154",0.223,"64"
"2271",2007,"Shigeki Maruyama","129",2,0,71.175,84,19.84,63.02,277.7,4.73,60.98,4231.583,28.34,58.66,0.396,-0.461,NA,NA,-0.065,"169"
"2272",2008,"Shigeki Maruyama","197",0,0,71.455,50,17.45,57.14,274,4.68,60,2195.667,28.82,61.73,0.214,-0.513,NA,NA,-0.299,"244"
"2273",2016,"Si Woo Kim","26",5,1,70.56,113,19.13,62.84,293.5,4.59,64.83,4800.417,28.6,62.32,-0.109,0.608,NA,NA,0.499,"58"
"2274",2017,"Si Woo Kim","188",2,1,72.253,80,19.92,55.92,288.4,4.75,58.84,3261.25,29.13,55.13,-0.442,-0.78,"99","156",-1.222,"61"
"2275",2018,"Si Woo Kim","155",5,0,71.367,108,22.93,60.68,290.8,4.67,63.78,4032,29,57.23,-0.168,0.077,"24","287",-0.092,"64"
"2276",2005,"Skip Kendall","192",0,0,72.05,80,16.33,70.63,276,4.78,62.75,3925.583,29.22,56.79,-0.106,-0.467,NA,NA,-0.573,"140"
"2277",2006,"Skip Kendall","113",1,0,71.251,72,18.46,72.08,281.2,4.75,67.21,2696.333,29.15,58.82,0.1,-0.104,NA,NA,-0.092,"69"
"2278",2010,"Skip Kendall","177",1,0,71.64,58,11.24,69.63,279.5,4.74,62.56,2695.5,29.02,57.57,0.333,-1.168,NA,NA,-0.832,"138"
"2279",2016,"Smylie Kaufman","38",4,1,71.015,91,17.9,52.91,299,4.61,66.29,3691.417,29.18,54.87,0.134,0.188,"29","295",0.322,"51"
"2280",2017,"Smylie Kaufman","104",1,0,71.432,76,21.46,54.79,304.8,4.68,65.26,3530.167,29.24,55.18,-0.137,-0.04,NA,NA,-0.177,"165"
"2281",2017,"Søren Kjeldsen","157",1,0,71.39,58,18.67,69.21,273.6,4.74,62.02,2058.25,29,51.64,0.473,-0.655,NA,NA,-0.182,"185"
"2282",2009,"Spencer Levin","151",1,0,70.813,75,16.11,62.13,279,4.71,67.37,3090.833,29.11,63.07,0.4,-0.244,NA,NA,0.156,"262"
"2283",2010,"Spencer Levin","88",3,0,70.385,110,22.35,65.12,280.6,4.68,69.88,4190.667,29.33,58.95,0.132,0.433,NA,NA,0.564,"188"
"2284",2011,"Spencer Levin","68",6,0,69.851,113,20.5,63.53,286.3,4.57,67.99,4268.333,29.34,60.35,0.04,0.806,NA,NA,0.846,"97"
"2285",2012,"Spencer Levin","127",3,0,70.776,81,16.6,57.3,283.7,4.7,60.97,3930.833,28.65,57.84,0.33,-0.069,NA,NA,0.262,"73"
"2286",2014,"Spencer Levin","152",0,0,71.086,59,13.86,64.92,280.1,4.72,64.31,2744.25,29.17,59.89,-0.094,-0.23,NA,NA,-0.324,"169"
"2287",2015,"Spencer Levin","143",1,0,70.837,99,22.54,69.09,283.7,4.74,68.27,4158.917,29.6,59.75,-0.065,0.135,NA,NA,0.07,"70"
"2288",2016,"Spencer Levin","75",2,0,70.927,104,19.77,67.79,281.3,4.67,66.33,4072.833,29,59.41,0.008,0.23,NA,NA,0.238,"268"
"2289",2017,"Spencer Levin","170",1,0,71.516,89,20.96,67.82,279,4.7,65.56,3565.5,29.38,61.1,0.03,-0.43,NA,NA,-0.4,"282"
"2290",2018,"Stephan Jaeger","160",0,0,71.356,81,18.41,58.76,299.2,4.58,67.11,3139.083,29.61,56.76,-0.144,0.054,NA,NA,-0.09,"297"
"2291",2005,"Stephen Ames","138",3,0,70.507,82,16.46,61.01,285.8,4.74,62.03,3550.167,28.68,60.56,0.426,0.376,"45","297",0.802,"23"
"2292",2006,"Stephen Ames","18",3,1,70.436,63,20.96,62.98,289.8,4.62,66.49,2367.667,29.05,59.09,0.462,0.745,"11","287",1.112,"25"
"2293",2007,"Stephen Ames","116",4,1,70.09,81,15.69,67.07,282.2,4.76,64.94,3282.75,29.34,58.49,0.251,0.33,"24","299",0.58,"28"
"2294",2008,"Stephen Ames","56",7,0,69.988,83,20.61,62.72,283.8,4.64,65.04,2834.75,28.99,58.72,0.303,0.736,"25","292",1.039,"28"
"2295",2009,"Stephen Ames","10",5,1,70.248,77,19.16,65.23,287.4,4.58,67.7,2814.417,28.92,55.96,0.436,0.318,"20","286",0.754,"45"
"2296",2010,"Stephen Ames","63",1,0,70.639,75,17.01,66.47,282,4.74,67.79,3154.667,29.15,59.67,0.375,0.186,NA,NA,0.553,"57"
"2297",2011,"Stephen Ames","139",2,0,71.121,69,19.13,67.44,283.8,4.75,65.3,2680.917,29.15,60.59,0.012,-0.274,NA,NA,-0.262,"136"
"2298",2012,"Stephen Ames","187",0,0,71.511,54,14.45,61.88,283.7,4.76,62.18,1820.667,29.48,56.5,-0.255,-0.651,NA,NA,-0.906,"113"
"2299",2013,"Stephen Ames","137",0,0,71.454,49,23.65,58.53,280.7,4.7,61.11,2317.25,28.53,59.18,0.713,-1.297,NA,NA,-0.584,"20"
"2300",2012,"Stephen Gangluff","190",0,0,72.995,57,15.84,49.93,291.5,4.79,59.15,2570.833,29.55,53.33,-0.243,-1.716,NA,NA,-1.959,"66"
"2301",2005,"Stephen Leaney","103",0,0,71.014,89,18.91,67.92,277.4,4.67,66.47,3754.083,29.44,59.54,-0.019,0.452,NA,NA,0.433,"81"
"2302",2006,"Stephen Leaney","109",2,0,70.932,84,16.02,65.81,276.4,4.69,67.13,3345.917,28.95,60.97,0.347,0.175,NA,NA,0.377,"196"
"2303",2007,"Stephen Leaney","144",2,0,70.82,82,17.54,65.82,277.4,4.73,68.43,3426.333,29.7,59.44,0.219,0.193,NA,NA,0.412,"56"
"2304",2008,"Stephen Leaney","191",0,0,71.889,53,17.61,66.91,272.7,4.78,62.02,2071.167,29.31,58.81,0.304,-0.812,NA,NA,-0.508,"206"
"2305",2005,"Steve Allan","137",1,0,71.769,102,17.74,58.62,297.8,4.73,64.06,5072.5,29.43,56.94,-0.165,-0.341,NA,NA,-0.506,"76"
"2306",2007,"Steve Allan","23",1,0,70.873,63,18.45,60.05,302.4,4.69,64.78,3247.583,29.32,55.08,0.259,-0.015,NA,NA,0.244,"41"
"2307",2008,"Steve Allan","99",4,0,71.46,58,19.44,58.25,303.2,4.73,66.44,2823.083,29.82,53.31,0.164,-0.939,NA,NA,-0.776,"119"
"2308",2005,"Steve Elkington","139",3,0,70.321,67,16.87,65.91,283.5,4.66,67.16,3254.75,29.45,60.61,0.251,0.238,NA,NA,0.489,"189"
"2309",2006,"Steve Elkington","60",0,0,71.088,52,15.97,73.91,285.8,4.64,69.61,2347.083,29.88,64.52,-0.334,0.363,NA,NA,0.107,"65"
"2310",2007,"Steve Elkington","141",2,0,70.532,87,19.5,71.84,280.7,4.68,63.05,3729.5,28.87,60.33,0.324,0.505,NA,NA,0.83,"136"
"2311",2008,"Steve Elkington","55",3,0,70.447,84,18.26,70.43,282,4.72,67,3892.083,29.3,57.92,0.415,0.263,NA,NA,0.678,"128"
"2312",2009,"Steve Elkington","88",0,0,71.119,70,14.75,68.56,285.3,4.67,67.46,2965.75,29.49,58.05,-0.069,0.24,NA,NA,0.171,"209"
"2313",2010,"Steve Elkington","39",3,0,70.318,74,21.33,68.01,289.2,4.63,68.71,2893.833,29.09,64.23,0.328,0.226,NA,NA,0.557,"132"
"2314",2011,"Steve Elkington","153",1,0,71.598,50,13.95,69.58,285.4,4.73,66.44,2038.167,29.5,60.26,0.312,-0.653,NA,NA,-0.34,"212"
"2315",2005,"Steve Flesch","165",2,0,71.697,90,20.07,62.93,284.2,4.73,62.94,3588.333,29.44,54.85,0.015,-0.422,"29","292",-0.407,"48"
"2316",2006,"Steve Flesch","41",4,0,70.838,119,20.4,65.59,286.2,4.75,65.99,4843.417,28.88,60.8,0.108,0.335,NA,NA,0.451,"132"
"2317",2007,"Steve Flesch","60",3,2,70.958,100,19.73,63.56,287.5,4.69,65.83,3949.917,29.42,58.05,-0.244,0.252,NA,NA,0.007,"155"
"2318",2008,"Steve Flesch","93",2,0,70.975,95,21.63,60.98,281.9,4.67,64.62,3525.5,29.05,59.34,-0.097,0.09,"5","286",-0.007,"108"
"2319",2009,"Steve Flesch","127",2,0,71.055,77,23.3,63.01,284.4,4.72,66.67,2825.833,29.27,60.82,-0.292,0.18,"6","280",-0.112,"117"
"2320",2010,"Steve Flesch","155",1,0,72.041,78,22.31,66.02,277.4,4.7,62.76,3497.333,29.19,55.04,-0.078,-0.57,"38","294",-0.651,"276"
"2321",2011,"Steve Flesch","134",1,0,71.119,88,20.64,61.43,282.5,4.67,59.85,3986.083,28.55,57,0.32,-0.575,NA,NA,-0.255,"46"
"2322",2005,"Steve Jones","193",0,0,71.761,56,11.48,65.87,280.5,4.78,61.21,2621.75,29.69,55.7,-0.464,-0.174,NA,NA,-0.638,"181"
"2323",2006,"Steve Jones","188",0,0,71.634,83,14.18,64.51,277.1,4.76,62.8,3692.333,29.33,57.92,-0.036,-0.337,NA,NA,-0.496,"137"
"2324",2013,"Steve LeBrun","115",0,0,71.551,66,18.28,60.16,294.1,4.69,67.47,2616.75,29.71,57.58,-0.181,-0.217,NA,NA,-0.398,"194"
"2325",2005,"Steve Lowery","67",3,0,71.446,100,18.18,62.29,291,4.67,64.7,5029.333,28.94,55.9,0.013,0.097,NA,NA,0.11,"111"
"2326",2006,"Steve Lowery","94",3,0,71.072,99,15.94,62.52,287.1,4.62,65.46,4268.167,29.14,57.21,-0.118,0.436,NA,NA,0.23,"114"
"2327",2007,"Steve Lowery","79",1,0,71.573,74,20.61,63.33,292,4.69,66.29,3695.25,29.61,56.12,-0.086,-0.144,NA,NA,-0.23,"148"
"2328",2008,"Steve Lowery","183",2,1,71.558,74,16.48,59.92,287,4.85,59.38,4050.917,28.86,55.64,0.096,-0.603,"99","157",-0.508,"127"
"2329",2009,"Steve Lowery","146",0,0,71.564,83,22.09,65.54,290.6,4.69,64.12,4612,29.07,58.77,0.079,-0.601,NA,NA,-0.523,"222"
"2330",2010,"Steve Lowery","181",0,0,72.202,67,14.81,61.9,286.2,4.79,65.52,3675.25,30.03,50.38,-0.386,-0.794,NA,NA,-1.177,"141"
"2331",2007,"Steve Marino","55",4,0,70.954,106,21.09,60.71,298.1,4.63,66.07,4785.833,29.42,59.07,-0.189,0.363,NA,NA,0.175,"168"
"2332",2008,"Steve Marino","20",6,0,70.071,119,20.38,63.84,293.5,4.63,68.36,5280.667,29.55,58.78,0.155,0.611,NA,NA,0.767,"176"
"2333",2009,"Steve Marino","31",5,0,69.903,98,22.27,63.41,295.7,4.58,68.26,3935.083,29.19,59.96,0.11,0.91,NA,NA,1.02,"106"
"2334",2010,"Steve Marino","80",3,0,70.875,81,26.75,61.96,290.6,4.73,67.49,3609.167,29.53,56.33,0.261,0.307,"14","286",0.567,"77"
"2335",2011,"Steve Marino","48",3,0,70.735,76,22.87,60.98,295.2,4.65,65.79,3452.083,29.17,57.69,0.089,0.476,"42","290",0.565,"96"
"2336",2016,"Steve Marino","146",2,0,71.467,72,21.21,58.46,292,4.76,66.01,3336.667,29.37,56.97,0.045,-0.503,NA,NA,-0.458,"237"
"2337",2005,"Steve Stricker","125",1,0,71.13,62,20.69,52.25,285.1,4.65,61.29,2974.667,27.79,61.81,0.643,-0.365,NA,NA,0.278,"102"
"2338",2006,"Steve Stricker","4",7,0,69.372,64,17.74,66.98,285.3,4.58,68.01,1880.167,28.26,65.55,0.614,0.875,NA,NA,1.735,"73"
